ConsumptionRatingText,FirstRegYear,Doors,InteriorColorText,Co2EmissionText,FirstRegMonth,Seats,ConsumptionTotalText,Ccm,ConditionTypeText,Properties,BodyColorText,DriveTypeText,TransmissionTypeText,Km,Hp,BodyTypeText,FuelTypeText,City,MakeText,ModelText,ModelTypeText,TypeName,TypeNameFull,entity_id,extracted-value-ConsumptionTotalText,extracted-unit-ConsumptionTotalText
G,2005,2,schwarz,420 g/km,6,2,18.3 l/100km,4308,Occasion,"""Ab MFK""",Other,Hinterradantrieb,Automatik-Getriebe,29300,486,Coupé,Benzin,Zuzwil,Ferrari,F430,F430,F430,FERRARI F430,7043419a-62d6-4b30-bca5-f6b75a512ebc,18.3,l/100km
G,2008,4,schwarz,370 g/km,4,5,15.8 l/100km,4244,Occasion,"""Ab MFK""",Brown,Hinterradantrieb,Automatisiertes Schaltgetriebe,80000,400,Limousine,Benzin,Zuzwil,Maserati,QUATTROPORTE,Quattroporte 4.2 Sport GT,Quattroporte 4.2 Sport GT,MASERATI Quattroporte 4.2 Sport GT,ea1b2393-ad18-48df-87e6-f2f00dd59254,15.8,l/100km
G,2008,2,schwarz,197 g/km,9,2,8.2 l/100km,2497,Occasion,"""Ab MFK""",Brown,Hinterradantrieb,Schaltgetriebe manuell,22800,177,Cabriolet,Benzin,Zuzwil,BMW,Z4,Z4 2.5i Roadster,Z4 2.5i Roadster,BMW Z4 2.5i Roadster,131b93a1-50b4-4861-8818-812f5e31d87f,8.2,l/100km
null,1998,4,beige,241 g/km,4,5,10.1 l/100km,2793,Occasion,"""Ab MFK""",Brown,Hinterradantrieb,Automat,33700,193,Limousine,Benzin,Zuzwil,BMW,328,328i,328i,BMW 328i,3fb71b4a-bbf0-4958-8b2c-1aed6540ca28,10.1,l/100km
G,2006,4,beige,423 g/km,3,5,17.7 l/100km,5998,Occasion,"""Ab MFK"", ""Direkt-/Parallelimport""",Yellow,Allrad,Automat,35000,560,Limousine,Benzin,Zuzwil,Bentley,CONTINENTAL,Continental FlyingSpur6.0,Continental FlyingSpur6.0,BENTLEY Continental FlyingSpur6.0,54d68368-d839-4b2b-9720-e4284eeb9349,17.7,l/100km
G,2006,2,bordeaux,null,6,2,7.7 l/100km,1796,Occasion,"""Ab MFK"", ""Direkt-/Parallelimport""",Yellow,Hinterradantrieb,Schaltgetriebe manuell,7100,126,Cabriolet,Benzin,Zuzwil,Morgan,4/4,4/4 1.8,4/4 1.8,MORGAN 4/4 1.8,a838d9bb-b973-4446-8c95-603ff4835d60,7.7,l/100km
null,1987,2,schwarz,null,6,4,null,6747,Occasion,"""Ab MFK""",Yellow,Hinterradantrieb,Automatik-Getriebe,19720,0,Cabriolet,Benzin,Zuzwil,Rolls-Royce,CORNICHE,CORNICHE Cabrio,Cabrio,ROLLS-ROYCE CORNICHE Cabrio,1f2d3b7d-6282-486f-89c1-167a916e5b48,null,null
null,1998,2,schwarz,null,3,2,20.8 l/100km,3496,Occasion,"""Ab MFK""",Yellow,Hinterradantrieb,Automatik-Getriebe,28100,380,Coupé,Benzin,Zuzwil,Ferrari,F355,F355 Berlinetta,F355 Berlinetta,FERRARI F355 Berlinetta,0572e776-098d-480b-adbd-4d60b636360f,20.8,l/100km
G,2005,4,beige,357 g/km,4,5,14.8 l/100km,4999,Occasion,null,Yellow,Hinterradantrieb,Automatisiertes Schaltgetriebe,3000,503,Limousine,Benzin,Zuzwil,BMW,M5,M5,M5,BMW M5,79657d6d-8849-4156-8fe1-6567b0a9adb4,14.8,l/100km
G,2003,5,grau,236 g/km,10,5,9.0 l/100km,1998,Occasion,"""Ab MFK""",Yellow,Vorderradantrieb,Schaltgetriebe manuell,103000,121,Kompaktvan / Minivan,Benzin,Zuzwil,Daewoo,TACUMA,Tacuma 2000i CDX,Tacuma 2000i CDX,DAEWOO Tacuma 2000i CDX,57036b31-1cec-4461-a1fc-2b46a0843164,9.0,l/100km
null,1971,2,schwarz,null,1,2,null,1565,Occasion,"""Rennwagen""",Other,Hinterradantrieb,Schaltgetriebe,19200,170,Coupé,null,Zuzwil,Renault,Alpine A110,Alpine A110 1600S Gruppe 5 look,1600S Gruppe 5 look,RENAULT Alpine A110 1600S Gruppe 5 look,5fd15857-f17e-4535-a961-0aaa70f7bd21,null,null
G,2011,2,schwarz,270 g/km,4,2,11.5 l/100km,3800,Occasion,"""Ab MFK""",Yellow,Allrad,Automatisiertes Schaltgetriebe,28000,530,Cabriolet,Benzin,Zuzwil,Porsche,911,911 Turbo S Cabrio PDK,911 Turbo S Cabrio PDK,PORSCHE 911 Turbo S Cabrio PDK,506b6334-059e-4910-be25-9f9c92245d3f,11.5,l/100km
null,1971,2,schwarz,null,11,2,null,2687,Occasion,"""Ab MFK""",Yellow,Hinterradantrieb,Schaltgetriebe manuell,96000,150,Cabriolet,Benzin,Zuzwil,Porsche,911,911 Targa,Targa,PORSCHE 911 Targa,cb13b9f7-4f3c-48af-b70d-1e71533cd8d3,null,null
null,2000,2,schwarz,388 g/km,3,4,15.6 l/100km,3217,Occasion,"""Ab MFK""",Yellow,Hinterradantrieb,Automatik-Getriebe,64600,370,Coupé,Benzin,Zuzwil,Maserati,3200 GT,3200 GT,3200 GT,MASERATI 3200 GT,73a1e91a-8e0e-4271-a774-61e48ced3c2a,15.6,l/100km
G,2001,4,beige,253 g/km,4,5,9.6 l/100km,3996,Occasion,"""Ab MFK""",Yellow,Hinterradantrieb,Automat,42000,250,Limousine,Diesel,Zuzwil,Mercedes-Benz,S 400,S 400 CDI,S 400 CDI,MERCEDES-BENZ S 400 CDI,4b4a9509-498c-408f-9f44-e01a3de5f21b,9.6,l/100km
G,1999,2,null,495 g/km,5,4,22.0 l/100km,5474,Occasion,"""Ab MFK""",Yellow,Hinterradantrieb,Schaltgetriebe manuell,49000,442,Coupé,Benzin,Zuzwil,Ferrari,456,456M GT,456M GT,FERRARI 456M GT,267cd74a-6f45-481a-98f2-b42e391a053c,22.0,l/100km
null,2001,4,schwarz,341 g/km,8,5,14.2 l/100km,4172,Occasion,"""Ab MFK""",Yellow,Allrad,Automatik-Getriebe,103100,340,Limousine,Benzin,Zuzwil,Audi,S6,S6 quattro,S6 quattro,AUDI S6 quattro,490589bf-6403-4295-a448-534263d6183f,14.2,l/100km
null,1991,4,schwarz,null,7,4,null,2461,Occasion,"""Ab MFK""",Yellow,Hinterradantrieb,Schaltgetriebe manuell,89700,235,Limousine,Benzin,Zuzwil,Mercedes-Benz,190,190 E 2.5-16 Evo II ABS,190 E 2.5-16 Evo II ABS,MERCEDES-BENZ 190 E 2.5-16 Evo II ABS,1415dbf6-9448-41dd-9a3c-a94fc77b3247,null,null
null,2001,5,null,195 g/km,8,5,8.1 l/100km,1991,Occasion,"""Ab MFK""",Yellow,Vorderradantrieb,Automatik-Getriebe,158000,136,Limousine,Benzin,Zuzwil,Mazda,626,626 2.0i-16V HPV,626 2.0i-16V HPV,MAZDA 626 2.0i-16V HPV,aa54cd81-ac2f-4394-b173-c5ffb77d880a,8.1,l/100km
null,1985,4,blau,null,5,0,null,1994,Oldtimer,"""Ab MFK""",Yellow,Vorderradantrieb,Automatik-Getriebe,58100,105,Limousine,Benzin,Safenwil,Toyota,CAMRY,CAMRY 2000 GLi Super Liftback,2000 GLi Super Liftback,TOYOTA CAMRY 2000 GLi Super Liftback,89c6db48-87a9-4389-9867-31195c0f6202,null,null
G,2006,5,schwarz,378 g/km,9,5,15.7 l/100km,4511,Occasion,"""Ab MFK""",Yellow,Allrad,Automat,91600,521,SUV / Geländewagen,Benzin,Zuzwil,Porsche,CAYENNE,Cayenne Turbo S,Cayenne Turbo S,PORSCHE Cayenne Turbo S,8f3a385d-7292-4da8-ac42-efd824ae0da5,15.7,l/100km
G,2003,5,schwarz,378 g/km,3,5,15.7 l/100km,4511,Occasion,"""Ab MFK""",Other,Allrad,Automat sequentiell,121000,450,SUV / Geländewagen,Benzin,Zuzwil,Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,1d305fb9-ce85-4573-8484-3cedd6d9f42f,15.7,l/100km
null,1993,2,grau,null,10,2,null,7986,Occasion,"""Ab MFK""",Yellow,Hinterradantrieb,Schaltgetriebe manuell,28600,364,Cabriolet,Benzin,Zuzwil,Chrysler,VIPER,Viper RT/10,Viper RT/10,CHRYSLER Viper RT/10,fac646f8-6544-4ccc-bfeb-b33b7dbae18e,null,null
G,1999,4,schwarz,276 g/km,4,5,11.5 l/100km,3199,Occasion,"""Ab MFK""",Yellow,Hinterradantrieb,Automat,128000,224,Limousine,Benzin,Zuzwil,Mercedes-Benz,S 320,S 320,S 320,MERCEDES-BENZ S 320,350ff26c-fbb7-4834-a2ec-4e133cfb26da,11.5,l/100km
null,1990,2,schwarz,null,12,2,null,1997,Occasion,"""Ab MFK""",Yellow,Hinterradantrieb,Schaltgetriebe manuell,135800,156,Coupé,Benzin,Zuzwil,Toyota,MR2,MR2 2.0,MR2 2.0,TOYOTA MR2 2.0,54f4c2c5-0db0-4adb-994f-fca1c9d76e5b,null,null
null,1989,2,beige,null,1,2,null,4941,Occasion,null,Yellow,Hinterradantrieb,Schaltgetriebe manuell,31700,380,Coupé,Benzin,Zuzwil,Ferrari,TESTAR./512,Testarossa,Testarossa,FERRARI Testarossa,40c415ef-0d40-4e15-af87-c69ee3f41d0f,null,null
G,2010,2,schwarz,355 g/km,2,2,15.0 l/100km,6162,Occasion,"""Ab MFK""",Gold,Hinterradantrieb,Schaltgetriebe manuell,13000,647,Coupé,Benzin,Zuzwil,Chevrolet,CORVETTE,Corvette ZR1,Corvette ZR1,CHEVROLET Corvette ZR1,470e3acb-b8d3-4bc0-89ae-8c603d630076,15.0,l/100km
G,2008,2,schwarz,293 g/km,7,4,12.3 l/100km,3999,Occasion,"""Ab MFK""",Gold,Hinterradantrieb,Automatisiertes Schaltgetriebe,78900,420,Cabriolet,Benzin,Zuzwil,BMW,M3,M3,M3,BMW M3,8a1a0a49-1179-4869-a7ec-2d9727830d35,12.3,l/100km
null,1990,2,blau,null,1,2,null,3400,Occasion,"""Ab MFK""",Gold,null,null,46000,469,Coupé,Benzin,Zuzwil,RUF,,CTR,CTR,RUF CTR,1b7d7031-01fa-4daf-877b-6d441598ce43,null,null
null,1985,3,beige,null,5,2,null,1397,Occasion,null,Gold,Hinterradantrieb,Schaltgetriebe manuell,59900,160,Kleinwagen,Benzin,Zuzwil,Renault,R5,R5 Turbo 2,R5 Turbo 2,RENAULT R5 Turbo 2,9375010a-2c52-4b8a-b6be-1b974de199a0,null,null
null,1996,4,beige,null,1,5,null,3980,Occasion,"""Ab MFK""",Gold,Hinterradantrieb,Automat,94800,241,Limousine,Benzin,Zuzwil,Daimler,XJ,Six 4.0,Six 4.0,DAIMLER Six 4.0,5d006099-5567-432c-8a95-945dfd2f9363,null,null
null,1989,2,schwarz,null,8,2,null,2616,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Schaltgetriebe manuell,67200,200,Cabriolet,Benzin,Zuzwil,Mazda,RX-7,RX-7 2.6 Turbo II,RX-7 2.6 Turbo II,MAZDA RX-7 2.6 Turbo II,18c8b4dc-d33c-4bde-9126-58245d3ff3de,null,null
null,2008,2,anthrazit,null,7,2,null,7993,Occasion,null,Other,Allrad,Automatik-Getriebe,20000,1001,Coupé,Benzin,Sursee,Bugatti,,Veyron 16.4,Veyron 16.4,BUGATTI Veyron 16.4,8f84a5c3-9378-4fdf-921c-44bab48aa77b,null,null
G,2001,2,schwarz,309 g/km,10,4,12.9 l/100km,3600,Occasion,"""Ab MFK""",Gray,Allrad,Schaltgetriebe manuell,25900,420,Coupé,Benzin,Zuzwil,Porsche,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,e4aa6b74-4e3a-47ea-8041-7e2dc3f0734a,12.9,l/100km
G,2005,2,schwarz,270 g/km,6,2,11.2 l/100km,3596,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Schaltgetriebe manuell,20400,325,Cabriolet,Benzin,Zuzwil,Porsche,911,911 Carrera Cabrio,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,769e79a4-2ae3-4c7b-b8dc-957ae7436a5b,11.2,l/100km
G,2002,4,beige,311 g/km,12,5,12.9 l/100km,4966,Occasion,"""Ab MFK""",Gray,Allrad,Automat,54500,306,Limousine,Benzin,Zuzwil,Mercedes-Benz,S 500,S 500 L 4Matic,S 500 L 4Matic,MERCEDES-BENZ S 500 L 4Matic,5834958d-a98b-47ef-9f0e-abb0152eb6d4,12.9,l/100km
null,1998,2,null,null,8,2,null,3500,Occasion,null,Gray,Allrad,Schaltgetriebe,4000,611,Coupé,Benzin,Zuzwil,Bugatti,EB,EB 110 GT/SS,110 GT/SS,BUGATTI EB 110 GT/SS,bfc9bea3-2744-4a6c-9192-fac349628340,null,null
G,2008,5,null,333 g/km,10,5,14.0 l/100km,4991,Occasion,"""Ab MFK""",Gray,Allrad,Automat sequentiell,41900,580,Kombi,Benzin,Zuzwil,Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,94fe135c-6c27-4e83-885d-413d39cf2d8a,14.0,l/100km
null,2003,2,schwarz,499 g/km,12,2,21.8 l/100km,5748,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Automatik-Getriebe,8100,517,Coupé,Benzin,Zuzwil,Ferrari,575M,575M,575M,FERRARI 575M,15722ea1-a4d8-4e5c-b657-6072babfa0c0,21.8,l/100km
G,2003,5,schwarz,350 g/km,1,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",Gray,Allrad,Automat sequentiell,39000,450,Kombi,Benzin,Zuzwil,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,7e6d2b5f-e089-43a2-b088-f39410a89361,14.6,l/100km
G,2002,4,schwarz,314 g/km,7,5,12.5 l/100km,4196,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Automat,32900,396,Limousine,Benzin,Zuzwil,Jaguar,S-TYPE,S-Type 4.2 V8 S/C R,S-Type 4.2 V8 S/C R,JAGUAR S-Type 4.2 V8 S/C R,1dea6662-624d-44b1-ba0c-c55c338ee893,12.5,l/100km
G,2002,2,anthrazit,400 g/km,5,2,17.5 l/100km,4244,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Automatik-Getriebe,63000,390,Cabriolet,Benzin,Zuzwil,Maserati,SPYDER GT,Spyder GT,Spyder GT,MASERATI Spyder GT,06d5b07f-9ac1-42f1-a80c-f8632df607f7,17.5,l/100km
null,2002,2,schwarz,269 g/km,5,4,11.1 l/100km,3596,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Automatik-Getriebe,61800,320,Cabriolet,Benzin,Zuzwil,Porsche,911,911 Carrera Targa,911 Carrera Targa,PORSCHE 911 Carrera Targa,0290430c-7087-42c9-b364-82e7ed00ef79,11.1,l/100km
G,2008,5,schwarz,333 g/km,6,5,14.0 l/100km,4991,Occasion,"""Ab MFK"", ""Tuning""",Other,Allrad,Automat sequentiell,32800,580,Kombi,Benzin,Zuzwil,Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,48554033-1ace-4dff-a40e-5b723627b6c0,14.0,l/100km
null,1997,2,beige,395 g/km,10,2,16.9 l/100km,3496,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Schaltgetriebe manuell,41000,380,Cabriolet,Benzin,Zuzwil,Ferrari,F355,F355 GTS,F355 GTS,FERRARI F355 GTS,1b8a01f1-b874-4aac-a721-c78a615ba5c4,16.9,l/100km
G,2006,4,beige,370 g/km,6,5,15.8 l/100km,4244,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Automatisiertes Schaltgetriebe,46050,400,Limousine,Benzin,Zuzwil,Maserati,QUATTROPORTE,Quattroporte 4.2,Quattroporte 4.2,MASERATI Quattroporte 4.2,21d778dd-3781-4b02-82c4-1446b83701fa,15.8,l/100km
G,2000,4,grau,266 g/km,3,5,11.1 l/100km,3199,Occasion,"""Ab MFK""",Gray,Allrad,Automat,83900,224,Limousine,Benzin,Zuzwil,Mercedes-Benz,E 320,E 320 Elégance 4-Matic,E 320 Elégance 4-Matic,MERCEDES-BENZ E 320 Elégance 4-Matic,5299ad4b-a992-46b9-b880-7194cd04e61f,11.1,l/100km
G,1998,2,beige,310 g/km,7,4,12.1 l/100km,3996,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Automat,99800,284,Cabriolet,Benzin,Zuzwil,Jaguar,XK,XK8 Convertible,XK8 Convertible,JAGUAR XK8 Convertible,a3389133-5172-4cbc-a8d4-0eac2118306a,12.1,l/100km
null,1981,2,rot,null,1,2,null,5730,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Automatik-Getriebe,27700,0,Coupé,Benzin,Zuzwil,Chevrolet,CORVETTE,CORVETTE,null,CHEVROLET CORVETTE,23b10ea6-a158-480a-8536-7c2876f67055,null,null
G,2002,2,beige,430 g/km,6,2,18.6 l/100km,4244,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Automatisiertes Schaltgetriebe,88500,390,Cabriolet,Benzin,Zuzwil,Maserati,SPYDER GT,Spyder GT,Spyder GT,MASERATI Spyder GT,2187ff71-23e4-4e2a-a8fa-6301f17dafb8,18.6,l/100km
G,2002,2,blau,440 g/km,9,2,19.3 l/100km,3586,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Schaltgetriebe manuell,16600,400,Cabriolet,Benzin,Zuzwil,Ferrari,F360,F360 Spider,F360 Spider,FERRARI F360 Spider,095a20e7-186b-46a2-b81e-13c5ba4582d1,19.3,l/100km
null,1982,3,beige,null,7,4,null,1397,Oldtimer,"""Ab MFK""",Gray,Vorderradantrieb,Schaltgetriebe manuell,124500,108,Kleinwagen,Benzin,Zuzwil,Renault,R5,R5 1400 Alpine Turbo,R5 1400 Alpine Turbo,RENAULT R5 1400 Alpine Turbo,ff7e7d9c-b17c-4c62-a3b9-ccb5e082cbf9,null,null
G,2006,2,schwarz,499 g/km,12,2,21.8 l/100km,5748,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Automatik-Getriebe,15900,517,Coupé,Benzin,Zuzwil,Ferrari,575M,575M,575M,FERRARI 575M,92d8ee27-2224-4e5f-8c7f-4e000d988c87,21.8,l/100km
null,1992,5,mehrfarbig,null,2,5,null,1994,Occasion,"""Ab MFK""",Gray,Allrad,Schaltgetriebe manuell,155000,177,Limousine,Benzin,Zuzwil,Lancia,DELTA,Delta HF Integrale Evo,Delta HF Integrale Evo,LANCIA Delta HF Integrale Evo,1d6bb67b-6950-4486-8b83-62de5b361efb,null,null
null,1994,2,grau,null,7,2,null,5984,Occasion,"""Ab MFK""",Other,Hinterradantrieb,Automat,48700,394,Cabriolet,Benzin,Zuzwil,Mercedes-Benz,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,fafff44e-6ec6-4982-b9d3-23202f97f7f9,null,null
G,2005,4,mehrfarbig,495 g/km,4,5,20.6 l/100km,6761,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Automat,145000,405,Limousine,Benzin,Zuzwil,Bentley,ARNAGE,Arnage R,Arnage R,BENTLEY Arnage R,e017ceda-8944-44a5-a911-3765746ddc86,20.6,l/100km
G,2005,2,schwarz,270 g/km,1,4,11.4 l/100km,4966,Neu,"""Ab MFK""",Gray,Hinterradantrieb,Automat sequentiell,165,306,Coupé,Benzin,Zuzwil,Mercedes-Benz,CL 500,CL 500,CL 500,MERCEDES-BENZ CL 500,82bbd1cc-969e-41ea-9b4c-12951b3b8af8,11.4,l/100km
null,1998,4,schwarz,301 g/km,3,5,12.6 l/100km,5439,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Automat,47400,354,Limousine,Benzin,Zuzwil,Mercedes-Benz,E 55 AMG,E 55 AMG Avantgarde,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde,320b529b-bbb7-4e11-8062-83c4f34adebb,12.6,l/100km
G,2003,5,beige,378 g/km,6,5,15.7 l/100km,4511,Occasion,"""Ab MFK""",Gray,Allrad,Automat sequentiell,68700,450,SUV / Geländewagen,Benzin,Zuzwil,Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,39d0591b-9c30-4aff-91a5-1718b357f913,15.7,l/100km
G,2008,5,braun,358 g/km,8,5,14.9 l/100km,4806,Occasion,"""Ab MFK""",Gray,Allrad,Automat,28000,500,SUV / Geländewagen,Benzin,Zuzwil,Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,79ba3c70-5763-4da2-8519-3a74559e83fc,14.9,l/100km
G,2004,2,anthrazit,346 g/km,3,2,14.4 l/100km,5513,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Automat,20000,500,Cabriolet,Benzin,Zuzwil,Mercedes-Benz,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,19973c39-37b5-4fe3-a729-31cff3d899f2,14.4,l/100km
G,2008,5,schwarz,333 g/km,9,5,14.0 l/100km,4991,Occasion,"""Ab MFK""",Gray,Allrad,Automat,24600,580,Kombi,Benzin,Zuzwil,Audi,RS6,RS6 Avant 5.0 V10 quattro MTM,RS6 Avant 5.0 V10 quattro MTM,AUDI RS6 Avant 5.0 V10 quattro MTM,6c86ddb2-9302-4f53-af24-481e1a78a930,14.0,l/100km
null,1959,2,schwarz,null,1,2,null,2912,Oldtimer,"""Ab MFK""",Gray,Hinterradantrieb,Schaltgetriebe manuell,16900,130,Cabriolet,Benzin,Safenwil,Austin-Healey,,100/Six BN6 Roadster,100/Six BN6 Roadster,AUSTIN-HEALEY 100/Six BN6 Roadster,b9a4482c-500d-4276-b50e-1cce5e4a6545,null,null
null,1997,2,schwarz,null,10,2,null,3600,Occasion,null,Gray,Allrad,Schaltgetriebe manuell,20900,580,Coupé,Benzin,Zuzwil,RUF,,CTR 2 Sport,CTR 2 Sport,RUF CTR 2 Sport,19409486-75c0-4cc5-ba02-9c635941efd0,null,null
G,2002,2,blau,309 g/km,6,4,12.9 l/100km,3600,Occasion,"""Ab MFK"", ""Tuning""",Gray,Allrad,Schaltgetriebe manuell,52900,420,Coupé,Benzin,Zuzwil,Porsche,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,9ddfe4a5-b3d5-4146-b8b1-025fbc7eef9e,12.9,l/100km
null,1990,4,blau,null,4,5,null,6749,Occasion,"""Ab MFK""",Other,Hinterradantrieb,Automat,112500,320,Limousine,Benzin,Zuzwil,Bentley,TURBO,Turbo R,Turbo R,BENTLEY Turbo R,ca4246ce-9dc4-4a5a-bf85-dd7efa1b1640,null,null
G,2006,2,schwarz,280 g/km,3,2,11.6 l/100km,3824,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Schaltgetriebe manuell,29500,355,Cabriolet,Benzin,Zuzwil,Porsche,911,911 Carrera S Cabrio,911 Carrera S Cabrio,PORSCHE 911 Carrera S Cabrio,b0c6ce15-2e4c-4278-8924-d3cd617c3650,11.6,l/100km
F,2011,5,beige,179 g/km,7,5,7.7 l/100km,2979,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Automat sequentiell,76500,306,Kombi,Benzin,Zuzwil,BMW,535,535i Touring,535i Touring,BMW 535i Touring,258502e2-a778-400f-bcdb-dd328919f857,7.7,l/100km
G,2003,2,blau,309 g/km,9,4,12.9 l/100km,3600,Occasion,"""Ab MFK""",Gray,Allrad,Schaltgetriebe manuell,63300,420,Coupé,Benzin,Zuzwil,Porsche,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,9eaf31c9-bd2a-4d15-9d36-d8ed3f186abf,12.9,l/100km
G,2004,5,schwarz,378 g/km,9,5,15.7 l/100km,4511,Occasion,"""Ab MFK""",Gray,Allrad,Automat sequentiell,31000,450,SUV / Geländewagen,Benzin,Zuzwil,Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,58c4f444-0235-4b51-a9f7-e28fd98ff939,15.7,l/100km
null,1983,3,grau,null,3,5,null,2759,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Schaltgetriebe manuell,158000,170,Coupé,Benzin,Zuzwil,Toyota,CELICA,Celica 2800 i Supra,Celica 2800 i Supra,TOYOTA Celica 2800 i Supra,c5a7a899-349b-43c9-a88c-b738789c108b,null,null
null,1996,2,schwarz,null,5,2,15.7 l/100km,3600,Occasion,null,Gray,Allrad,Schaltgetriebe manuell,88100,408,Coupé,Benzin,Zuzwil,Porsche,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,5903d1b6-bede-4e7c-a1f1-1ef8034df2e0,15.7,l/100km
null,1977,2,null,null,6,2,null,1635,Occasion,"""Ab MFK""",Gray,null,Schaltgetriebe,41400,120,Coupé,Benzin,Zuzwil,Renault,Alpine A110,Alpine A110 1600 SX,1600 SX,RENAULT Alpine A110 1600 SX,fa54c5b5-6d4b-4236-b7e2-cc254ea22e84,null,null
G,2004,2,mehrfarbig,281 g/km,5,2,11.7 l/100km,3724,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Automat,105300,245,Cabriolet,Benzin,Zuzwil,Mercedes-Benz,SL 350,SL 350,SL 350,MERCEDES-BENZ SL 350,33675643-94aa-46b1-9a34-2f1f3d802f79,11.7,l/100km
null,1996,5,grau,414 g/km,12,5,16.2 l/100km,4554,Occasion,"""Ab MFK""",Gray,Allrad,Automat,54600,226,SUV / Geländewagen,Benzin,Zuzwil,Land Rover,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,84af6bd7-eda6-49dd-85a1-7d427ca007b8,16.2,l/100km
G,2010,5,schwarz,270 g/km,1,4,11.5 l/100km,4806,Occasion,"""Ab MFK""",Gray,Allrad,Automatisiertes Schaltgetriebe,47500,500,Limousine,Benzin,Zuzwil,Porsche,PANAMERA,Panamera Turbo 4.8,Panamera Turbo 4.8,PORSCHE Panamera Turbo 4.8,477a1fd0-9673-4545-8808-9d646e59bbf3,11.5,l/100km
null,1998,2,schwarz,304 g/km,7,4,12.0 l/100km,3387,Occasion,"""Ab MFK""",Other,Hinterradantrieb,Automat,89500,300,Cabriolet,Benzin,Zuzwil,Porsche,911,911 Carrera,911 Carrera,PORSCHE 911 Carrera,22b1a81b-3054-461e-af3b-06b4e4ffe7cc,12.0,l/100km
G,2009,5,schwarz,333 g/km,3,5,14.0 l/100km,4991,Occasion,"""Ab MFK""",Gray,Allrad,Automat sequentiell,59900,580,Kombi,Benzin,Zuzwil,Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,3bb5ba97-ca60-4c23-96fa-33a249ca3105,14.0,l/100km
G,1998,5,schwarz,308 g/km,1,5,13.0 l/100km,4398,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Automat,85800,286,Kombi,Benzin,Zuzwil,BMW,540,540i Touring,540i Touring,BMW 540i Touring,49941956-f0ca-46a2-aff4-23c45c0fc6e1,13.0,l/100km
null,2003,2,schwarz,400 g/km,6,2,17.5 l/100km,4244,Occasion,"""Ab MFK""",Gray,Hinterradantrieb,Automatik-Getriebe,50300,390,Cabriolet,Benzin,Zuzwil,Maserati,SPYDER GT,Spyder GT,Spyder GT,MASERATI Spyder GT,77da1f96-014e-46f3-879c-b8e41c9169be,17.5,l/100km
