ConsumptionRatingText,FirstRegYear,Doors,InteriorColorText,Co2EmissionText,FirstRegMonth,Seats,ConsumptionTotalText,Ccm,ConditionTypeText,Properties,BodyColorText,DriveTypeText,TransmissionTypeText,Km,Hp,BodyTypeText,FuelTypeText,City,MakeText,ModelText,ModelTypeText,TypeName,TypeNameFull,entity_id,extracted-value-ConsumptionTotalText,extracted-unit-ConsumptionTotalText
null,2001,2,schwarz,null,4,4,null,3600,Occasion,"""Ab MFK"", ""Tuning""",Black,Hinterradantrieb,Schaltgetriebe,16300,650,Coupé,Benzin,Zuzwil,Porsche,911,911 GTR (GT3),GTR (GT3),PORSCHE 911 GTR (GT3),17a1a8ed-5db9-4892-8357-d90738fc33d6,null,null
null,1996,2,grau,null,1,4,11.9 l/100km,3600,Occasion,"""Ab MFK""",Blue,Hinterradantrieb,Schaltgetriebe manuell,78000,285,Cabriolet,Benzin,Zuzwil,Porsche,911,911 Carrera Cabrio,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,686676f9-321c-4f11-8328-5240cf0acf05,11.9,l/100km
G,2004,2,schwarz,440 g/km,3,2,19.1 l/100km,3586,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automatisiertes Schaltgetriebe,27650,415,Coupé,Benzin,Zuzwil,Ferrari,F360,F360 Challenge stradale,F360 Challenge stradale,FERRARI F360 Challenge stradale,c6cb180e-032d-4143-9ac0-04acb5e20df2,19.1,l/100km
G,2005,4,schwarz,326 g/km,6,4,13.6 l/100km,5439,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat sequentiell,77000,476,Limousine,Benzin,Zuzwil,Mercedes-Benz,CLS 55 AMG,CLS 55 AMG,CLS 55 AMG,MERCEDES-BENZ CLS 55 AMG,69e3bb1b-84a7-446b-b56a-a9a7c6013d0f,13.6,l/100km
G,2003,4,schwarz,250 g/km,4,5,10.4 l/100km,2597,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat,89200,177,Limousine,Benzin,Zuzwil,Mercedes-Benz,E 240,E 240 Elégance,E 240 Elégance,MERCEDES-BENZ E 240 Elégance,4bb92ef4-9ba8-418c-80ea-6c42fbabc82a,10.4,l/100km
null,1982,2,null,null,9,5,9.0 l/100km,2315,Occasion,"""Ab MFK""",Black,null,null,64700,143,Coupé,Benzin,Zuzwil,BMW,323,323 E21,E21,BMW 323 E21,9bc6a197-a007-4f01-9a20-528599c1be60,9.0,l/100km
G,2004,2,schwarz,294 g/km,3,4,12.1 l/100km,3596,Occasion,"""Ab MFK""",Black,Allrad,Automat,75600,320,Cabriolet,Benzin,Zuzwil,Porsche,911,911 Carrera 4 S Cabrio,911 Carrera 4 S Cabrio,PORSCHE 911 Carrera 4 S Cabrio,682ffc57-e209-4f26-8b4a-0fb12fc755fc,12.1,l/100km
G,2007,2,schwarz,309 g/km,9,2,12.9 l/100km,3600,Occasion,"""Ab MFK""",Black,Allrad,Schaltgetriebe manuell,46500,480,Cabriolet,Benzin,Zuzwil,Porsche,911,911 Turbo Cabrio,911 Turbo Cabrio,PORSCHE 911 Turbo Cabrio,2cea7515-059e-4151-aa24-04e4c4a755b9,12.9,l/100km
null,1995,5,grau,414 g/km,11,5,16.2 l/100km,4554,Occasion,"""Ab MFK""",Black,Allrad,Automat,70400,226,SUV / Geländewagen,Benzin,Zuzwil,Land Rover,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,f8ed4807-d1b8-4805-83f6-f307a8252058,16.2,l/100km
G,2003,2,schwarz,268 g/km,8,2,11.2 l/100km,3199,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat,123400,354,Cabriolet,Benzin,Zuzwil,Mercedes-Benz,SLK 32 AMG,SLK 32 AMG,SLK 32 AMG,MERCEDES-BENZ SLK 32 AMG,49efdb8e-9c5b-41d8-9cfb-67613cd764c7,11.2,l/100km
G,2012,4,schwarz,221 g/km,5,5,9.5 l/100km,4395,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat sequentiell,19100,540,Limousine,Benzin,Zuzwil,Bmw-Alpina,5 SERIES,B5 BiTurbo 4.4 V8,B5 BiTurbo 4.4 V8,BMW-ALPINA B5 BiTurbo 4.4 V8,3920d076-f343-489c-9590-4d3156bc2769,9.5,l/100km
null,1997,2,mehrfarbig,null,4,2,null,5707,Occasion,null,Black,Hinterradantrieb,Schaltgetriebe manuell,55000,492,Coupé,Benzin,Zuzwil,Lamborghini,DIABLO,Diablo 5.7,Diablo 5.7,LAMBORGHINI Diablo 5.7,1549859c-b027-4f2d-8d16-69d5beddadd0,null,null
G,2010,5,schwarz,286 g/km,1,4,12.2 l/100km,4806,Occasion,"""Ab MFK""",Blue,Allrad,Automatisiertes Schaltgetriebe,26800,500,Limousine,Benzin,Zuzwil,Porsche,PANAMERA,Panamera Turbo 4.8,Panamera Turbo 4.8,PORSCHE Panamera Turbo 4.8,17adf343-0511-4f46-ae19-fb688554ab69,12.2,l/100km
G,2002,5,schwarz,350 g/km,7,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",Black,Allrad,Automat sequentiell,21400,450,Kombi,Benzin,Zuzwil,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,1c319191-7a8b-475d-94d9-af4cd4078e77,14.6,l/100km
F,2007,5,anthrazit,184 g/km,8,5,6.9 l/100km,1995,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat,162000,163,Kombi,Diesel,Zuzwil,BMW,320,320d Touring,320d Touring,BMW 320d Touring,3f1d6133-1365-4696-8fe1-53b3b9339b2d,6.9,l/100km
null,1974,2,schwarz,null,7,4,null,1990,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Schaltgetriebe,82600,170,Limousine,Benzin,Zuzwil,BMW,2002,2002 Turbo,Turbo,BMW 2002 Turbo,1b3048b3-212f-4a7a-8bf6-4d9dfab82d40,null,null
null,1983,2,mehrfarbig,null,9,4,null,2664,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Schaltgetriebe manuell,111990,150,Coupé,Benzin,Zuzwil,Renault,ALPINE,Alpine A310 V6,Alpine A310 V6,RENAULT Alpine A310 V6,05b407ba-e0a3-4dcd-80d2-5ff0dd5f3498,null,null
null,1998,2,schwarz,328 g/km,2,0,14.3 l/100km,4973,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat,30400,320,Cabriolet,Benzin,Zuzwil,Mercedes-Benz,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,93937809-964d-4e4a-90e5-0517f53ca622,14.3,l/100km
G,2000,2,schwarz,285 g/km,9,4,11.8 l/100km,3387,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Schaltgetriebe manuell,77600,300,Coupé,Benzin,Zuzwil,Porsche,911,911 Carrera,911 Carrera,PORSCHE 911 Carrera,b31f3536-3441-4c79-b124-ceb1a62bc578,11.8,l/100km
G,2002,5,schwarz,356 g/km,2,5,14.9 l/100km,4619,Occasion,"""Ab MFK""",Black,Allrad,Automat sequentiell,23800,347,SUV / Geländewagen,Benzin,Zuzwil,BMW,X5,X5 4.6is,X5 4.6is,BMW X5 4.6is,502a5899-8d17-4997-8430-eaa2bfb39613,14.9,l/100km
G,2013,4,braun,232 g/km,3,5,9.9 l/100km,4395,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automatisiertes Schaltgetriebe,4600,560,Limousine,Benzin,Zuzwil,BMW,M5,M5,M5,BMW M5,d0d61308-98a5-460b-aea6-c9a6bf1a6ea9,9.9,l/100km
G,2008,5,schwarz,333 g/km,11,5,14.0 l/100km,4991,Occasion,null,Black,Allrad,Automat sequentiell,48200,580,Kombi,Benzin,Zuzwil,Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,0716854b-2c14-40d3-b547-1add3486b320,14.0,l/100km
null,2002,2,blau,400 g/km,10,4,17.5 l/100km,4244,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automatik-Getriebe,23200,390,Coupé,Benzin,Zuzwil,Maserati,COUPÉ GT,Coupé GT,Coupé GT,MASERATI Coupé GT,2939faa2-9b07-4046-b48c-b079eeec5d54,17.5,l/100km
G,2012,2,schwarz,328 g/km,3,2,14.1 l/100km,6209,Occasion,"""Ab MFK""",Blue,Hinterradantrieb,Automat sequentiell,19999,525,Cabriolet,Benzin,Zuzwil,Mercedes-Benz,SL 63 AMG,SL 63 AMG,SL 63 AMG,MERCEDES-BENZ SL 63 AMG,7d695cb1-4cb4-4c08-8518-6f4ec3d8f954,14.1,l/100km
G,2003,5,braun,350 g/km,6,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",Black,Allrad,Automat sequentiell,41100,450,Kombi,Benzin,Zuzwil,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,930398d2-a479-4dfe-ad67-d46b47a3f490,14.6,l/100km
G,2003,2,anthrazit,340 g/km,2,2,14.2 l/100km,5439,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat,45200,500,Cabriolet,Benzin,Zuzwil,Mercedes-Benz,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,2b43f261-11b4-4e62-90c5-30546df50b03,14.2,l/100km
G,2010,4,schwarz,247 g/km,1,5,10.6 l/100km,3498,Occasion,"""Ab MFK""",Black,Allrad,Automat sequentiell,110800,272,Limousine,Benzin,Zuzwil,Mercedes-Benz,S 350,S 350 L 4Matic,S 350 L 4Matic,MERCEDES-BENZ S 350 L 4Matic,942e8a4d-9ce0-462b-a942-ef84b56893d0,10.6,l/100km
null,2002,5,schwarz,233 g/km,8,5,9.7 l/100km,2976,Occasion,"""Ab MFK""",Black,Vorderradantrieb,Automatik-Getriebe,101900,220,Kombi,Benzin,Zuzwil,Audi,A4,A4 Avant 3.0 V6,A4 Avant 3.0 V6,AUDI A4 Avant 3.0 V6,21078eb2-0158-49b9-b5d5-90eb080ef86b,9.7,l/100km
F,2008,5,anthrazit,180 g/km,3,7,7.5 l/100km,1390,Occasion,"""Ab MFK""",Black,Vorderradantrieb,Schaltgetriebe manuell,71700,140,Kompaktvan / Minivan,Benzin,Zuzwil,VW,TOURAN,Touran 1.4 TSI Trend,Touran 1.4 TSI Trend,VW Touran 1.4 TSI Trend,427f3748-f13c-429f-8c77-fbeb5f5dd7bc,7.5,l/100km
null,1996,4,schwarz,null,1,5,16.9 l/100km,5987,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat,125000,394,Limousine,Benzin,Zuzwil,Mercedes-Benz,S 600,S 600 L,S 600 L,MERCEDES-BENZ S 600 L,643f6f0f-17a6-4d5e-8aec-6be07bbfa7c9,16.9,l/100km
null,1973,2,schwarz,null,1,0,null,3003,Occasion,"""Ab MFK""",Black,null,null,129800,200,Limousine,Benzin,Zuzwil,BMW,3.0,3.0 CSL,CSL,BMW 3.0 CSL,832ba366-12bf-4b02-9f6d-7461990e0ae0,null,null
G,2005,2,beige,475 g/km,4,4,20.7 l/100km,5748,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automatisiertes Schaltgetriebe,36000,540,Coupé,Benzin,Zuzwil,Ferrari,612,612,612,FERRARI 612,e9c66ca9-3d8d-4932-88bf-45f7512fa7b1,20.7,l/100km
G,2008,5,schwarz,378 g/km,1,5,15.9 l/100km,5439,Occasion,"""Ab MFK""",Black,Allrad,Automat sequentiell,49600,500,SUV / Geländewagen,Benzin,Zuzwil,Mercedes-Benz,G 55 AMG,G 55 AMG,G 55 AMG,MERCEDES-BENZ G 55 AMG,21bb2eb5-a4ff-4502-b771-2bc5973001f8,15.9,l/100km
null,1966,0,schwarz,null,9,2,null,2199,Occasion,"""Ab MFK""",Black,Allrad,Schaltgetriebe,18000,0,SUV / Geländewagen,Benzin,Zuzwil,Kaiser,,CJ-5 12V ARMEEFAHRZEUG,CJ-5 12V ARMEEFAHRZEUG,KAISER CJ-5 12V ARMEEFAHRZEUG,ec7b22e7-b735-4679-a12d-62f60240c5b6,null,null
null,1993,2,schwarz,null,3,0,null,5984,Occasion,"""Ab MFK""",Blue,Hinterradantrieb,Automat,37000,394,Cabriolet,Benzin,Zuzwil,Mercedes-Benz,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,58a98d95-10ad-4723-ba2f-64ed02c6e888,null,null
G,1999,4,beige,276 g/km,3,5,11.5 l/100km,3199,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat,73700,224,Limousine,Benzin,Zuzwil,Mercedes-Benz,S 320,S 320,S 320,MERCEDES-BENZ S 320,c132e7a3-87ec-4ac9-8f71-0c80c2b23c6c,11.5,l/100km
null,1997,2,grau,328 g/km,8,2,14.3 l/100km,4973,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat,39800,320,Cabriolet,Benzin,Zuzwil,Mercedes-Benz,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,6a2a44cf-8c36-4636-80ff-e67f4cfcde9f,14.3,l/100km
G,2007,2,mehrfarbig,291 g/km,4,2,12.2 l/100km,5461,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat sequentiell,47900,388,Cabriolet,Benzin,Zuzwil,Mercedes-Benz,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,54930dcb-13ea-41da-899e-f50aafc8af4b,12.2,l/100km
null,2005,2,schwarz,null,5,2,null,1781,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Schaltgetriebe,16000,225,Cabriolet,Benzin,Zuzwil,Lotus,,HKT Seven GTS,HKT Seven GTS,LOTUS HKT Seven GTS,828a9fa4-1165-4e60-a019-153f5330df60,null,null
null,1982,4,grau,null,3,4,null,2171,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Schaltgetriebe,40100,150,Coupé,Benzin,Zuzwil,Talbot,,Sunbeam Lotus,Sunbeam Lotus,TALBOT Sunbeam Lotus,50838dc0-424c-401e-b49e-19b74ab3d8be,null,null
null,2002,5,schwarz,214 g/km,7,5,9.0 l/100km,2290,Occasion,"""Ab MFK""",Black,Vorderradantrieb,Automatik-Getriebe,117100,250,Kombi,Benzin,Zuzwil,Saab,9-5,9-5 2.3T Aero,9-5 2.3T Aero,SAAB 9-5 2.3T Aero,aa50060f-fb13-451a-97d8-c28e9c183c2c,9.0,l/100km
G,2009,2,schwarz,327 g/km,7,2,13.7 l/100km,5204,Occasion,"""Ab MFK""",Black,Allrad,Automatisiertes Schaltgetriebe,26500,525,Coupé,Benzin,Zuzwil,Audi,R8,R8 Coupé 5.2,R8 Coupé 5.2,AUDI R8 Coupé 5.2,0e9b6f88-a0db-4afd-804b-83740c89a5f6,13.7,l/100km
null,2002,4,beige,null,2,5,null,4602,Occasion,"""Ab MFK""",Black,Vorderradantrieb,Automat,119600,0,Limousine,Benzin,Zuzwil,Lincoln,Continental,Continental,null,LINCOLN Continental,40462d94-0541-429b-85b8-55f6c000cb85,null,null
null,1996,2,beige,null,3,5,null,2788,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat,40600,284,Coupé,Benzin,Zuzwil,Maserati,GHIBLI,Ghibli 2.8 GT,Ghibli 2.8 GT,MASERATI Ghibli 2.8 GT,2a37698f-8c5d-434d-8a23-36fda0a9aef1,null,null
G,2000,4,schwarz,320 g/km,5,5,13.4 l/100km,4966,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat,74500,306,Limousine,Benzin,Zuzwil,Mercedes-Benz,S 500,S 500 L,S 500 L,MERCEDES-BENZ S 500 L,1e0339b7-0556-4081-8d36-a5fc67c181fa,13.4,l/100km
G,2005,2,schwarz,394 g/km,11,4,16.5 l/100km,5935,Occasion,"""Ab MFK""",Other,Hinterradantrieb,Automat sequentiell,31800,457,Cabriolet,Benzin,Zuzwil,Aston Martin,DB9,DB9 Volante,DB9 Volante,ASTON MARTIN DB9 Volante,4958e32b-d30b-4fa4-a966-776064c51fb7,16.5,l/100km
null,1995,5,beige,null,2,5,null,1994,Occasion,"""Ab MFK""",Blue,Allrad,Schaltgetriebe,68000,212,Limousine,Benzin,Zuzwil,Lancia,DELTA,DELTA Integrale EVO,Integrale EVO,LANCIA DELTA Integrale EVO,1cec5ab8-0fa5-402c-a139-1499a3084e8b,null,null
null,2002,4,beige,225 g/km,2,5,9.4 l/100km,2494,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automatik-Getriebe,125900,193,Limousine,Benzin,Zuzwil,BMW,525,525i,525i,BMW 525i,067b80dc-5b33-411e-a97d-6d1a4114168d,9.4,l/100km
G,2012,2,schwarz,239 g/km,6,4,10.3 l/100km,4395,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automatisiertes Schaltgetriebe,66800,560,Cabriolet,Benzin,Zuzwil,BMW,M6,M6,M6,BMW M6,9538e939-8938-4bfb-b861-4bb16575402e,10.3,l/100km
G,2008,2,schwarz,369 g/km,6,2,15.3 l/100km,6209,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat sequentiell,45000,507,Coupé,Benzin,Zuzwil,Mercedes-Benz,CLK 63 AMG,CLK 63 AMG Black Series,CLK 63 AMG Black Series,MERCEDES-BENZ CLK 63 AMG Black Series,102c86b1-ed43-4610-8d46-714bfae843f7,15.3,l/100km
null,1993,2,schwarz,null,10,2,null,3598,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Schaltgetriebe,128200,445,Coupé,Benzin,Zuzwil,Porsche,911,911 Turbo ll 3.6,Turbo ll 3.6,PORSCHE 911 Turbo ll 3.6,95dfb63c-5828-446d-810a-06a41dc0b7f1,null,null
null,1997,4,grau,305 g/km,8,5,13.4 l/100km,3199,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat,58000,231,Limousine,Benzin,Zuzwil,Mercedes-Benz,S 320,S 320,S 320,MERCEDES-BENZ S 320,042fc20b-c041-47ca-9ca9-b987c0ac9f28,13.4,l/100km
null,1984,2,schwarz,null,3,4,null,3299,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Schaltgetriebe manuell,63500,300,Coupé,Benzin,Zuzwil,Porsche,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,8ad1d968-ced2-4685-91af-54f6c6b3dd2f,null,null
G,1998,2,anthrazit,253 g/km,7,5,10.7 l/100km,2997,Occasion,"""Ab MFK""",Black,Vorderradantrieb,Automat,186000,200,Coupé,Benzin,Zuzwil,Honda,ACCORD,Accord Coupé V6 3.0i VTEC,Accord Coupé V6 3.0i VTEC,HONDA Accord Coupé V6 3.0i VTEC,0399aa11-8d96-4f84-a29e-1a5a729c634a,10.7,l/100km
G,2011,2,schwarz,252 g/km,1,4,10.8 l/100km,4163,Occasion,"""Ab MFK""",Black,Allrad,Automatisiertes Schaltgetriebe,31750,450,Coupé,Benzin,Zuzwil,Audi,RS5,RS5 Coupé 4.2FSI quattro,RS5 Coupé 4.2FSI quattro,AUDI RS5 Coupé 4.2FSI quattro,cfe53603-9073-4f4f-92cc-f33c9c876316,10.8,l/100km
G,2010,2,rot,275 g/km,10,2,11.8 l/100km,4497,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automatisiertes Schaltgetriebe,680,566,Coupé,Benzin,Zuzwil,Ferrari,458,458 Italia 4.5 V8,458 Italia 4.5 V8,FERRARI 458 Italia 4.5 V8,7574a508-2203-47a3-939d-beb9eb86d3d2,11.8,l/100km
null,1988,4,beige,null,9,5,null,6747,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automatik-Getriebe,73800,215,Limousine,null,Zuzwil,Rolls-Royce,Silver Spur,Silver Spur,null,ROLLS-ROYCE Silver Spur,c3bf13e4-ba47-4a7e-a986-065ef6aaa1a9,null,null
null,1971,0,schwarz,null,7,4,null,0,Occasion,"""Ab MFK""",Blue,null,Schaltgetriebe,75000,70,Limousine,null,Zuzwil,NSU,,TTS,TTS,NSU TTS,59961c25-4fa0-4bba-85f3-a372c0e7595c,null,null
G,2009,2,schwarz,292 g/km,3,4,12.5 l/100km,5000,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat sequentiell,49500,510,Cabriolet,Benzin,Zuzwil,Jaguar,XK,XKR 5.0 V8 SC,XKR 5.0 V8 SC,JAGUAR XKR 5.0 V8 SC,fb366799-6c77-4080-9ca3-4539dec03307,12.5,l/100km
D,2012,4,grau,149 g/km,4,5,5.7 l/100km,2993,Occasion,"""Ab MFK""",Black,Allrad,Automat sequentiell,82000,313,Limousine,Diesel,Zuzwil,BMW,535,535d xDrive,535d xDrive,BMW 535d xDrive,9244e25b-0988-44d4-96fd-d693d1c89ec0,5.7,l/100km
G,2002,2,schwarz,309 g/km,5,4,12.9 l/100km,3600,Occasion,"""Ab MFK"", ""Tuning""",Black,Hinterradantrieb,Schaltgetriebe manuell,38200,462,Coupé,Benzin,Zuzwil,Porsche,911,911 GT2,911 GT2,PORSCHE 911 GT2,98c5db7e-5ca9-4562-9d1f-5b2ed5907782,12.9,l/100km
G,2006,2,grau,292 g/km,5,2,12.1 l/100km,4966,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat sequentiell,8000,306,Cabriolet,Benzin,Zuzwil,Mercedes-Benz,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,488e6553-b103-4bbc-b195-10335ae3400a,12.1,l/100km
G,2016,2,schwarz,280 g/km,1,2,12.0 l/100km,5204,Occasion,"""Ab MFK""",Black,Allrad,Automatisiertes Schaltgetriebe,2100,610,Coupé,Benzin,Zuzwil,Lamborghini,HURACAN,Huracan LP610-4 Coupé,Huracan LP610-4 Coupé,LAMBORGHINI Huracan LP610-4 Coupé,eda319cf-52c4-4043-a4ad-12f5f5990ca2,12.0,l/100km
null,2012,2,schwarz,null,3,2,null,6208,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automatik-Getriebe,500,517,Coupé,Benzin,Zuzwil,Mercedes-Benz,C 63 AMG,C 63 AMG BLACK SERIES,BLACK SERIES,MERCEDES-BENZ C 63 AMG BLACK SERIES,87b418e5-492a-425f-889f-e08ad510dbe4,null,null
null,1999,4,schwarz,317 g/km,5,5,13.3 l/100km,4398,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat,18300,286,Limousine,Benzin,Zuzwil,BMW,740,740iL,740iL,BMW 740iL,35951deb-0d34-413a-9fe7-09dfcd6988ac,13.3,l/100km
null,2000,2,null,null,5,0,null,3600,Occasion,"""Ab MFK"", ""Tuning""",Black,null,Schaltgetriebe,7000,370,Coupé,Benzin,Zuzwil,Porsche,911,911 GT3 CUP,GT3 CUP,PORSCHE 911 GT3 CUP,25fab36d-3e5f-4374-a92e-6e0bb7d102a7,null,null
G,2004,2,schwarz,475 g/km,7,4,20.7 l/100km,5748,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automatisiertes Schaltgetriebe,113800,540,Coupé,Benzin,Zuzwil,Ferrari,612,612,612,FERRARI 612,e2ac5746-9f0b-4be7-9107-3e52d7449943,20.7,l/100km
null,1995,2,beige,null,8,4,10.4 l/100km,2792,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat,49900,193,Cabriolet,Benzin,Zuzwil,BMW,328,328i A Cabrio,328i A Cabrio,BMW 328i A Cabrio,80aedfdd-7ae7-4bcb-ab70-89817ee4d608,10.4,l/100km
null,1976,2,mehrfarbig,null,11,4,null,1988,Occasion,"""Ab MFK""",Blue,Hinterradantrieb,Schaltgetriebe manuell,38700,120,Coupé,Benzin,Zuzwil,Toyota,CELICA,CELICA 2000GT,2000GT,TOYOTA CELICA 2000GT,5c0c61f5-c43e-4b18-9504-71437ed14dd9,null,null
null,1995,2,blau,null,2,4,null,3598,Occasion,"""Ab MFK""",Black,Allrad,Schaltgetriebe manuell,134100,272,Coupé,Benzin,Zuzwil,Porsche,911,911 Carrera 4,911 Carrera 4,PORSCHE 911 Carrera 4,46692f7d-ab00-47f1-912e-7696ee5e046d,null,null
null,1993,5,grau,null,12,5,null,1994,Occasion,"""Ab MFK""",Black,Allrad,Schaltgetriebe manuell,131000,212,Limousine,Benzin,Zuzwil,Lancia,DELTA,Delta HF Integrale Evo 4V,Delta HF Integrale Evo 4V,LANCIA Delta HF Integrale Evo 4V,2fa05737-1650-425d-8d4d-6e2d8e2b95b5,null,null
null,1979,3,mehrfarbig,null,7,6,null,2977,Occasion,null,Black,Allrad,Schaltgetriebe,240500,0,SUV / Geländewagen,Diesel,Zuzwil,Toyota,LAND CRUISER,LAND CRUISER BJ 40 LT,BJ 40 LT,TOYOTA LAND CRUISER BJ 40 LT,a87817f2-a0f6-427d-93e5-9a6d949b00f7,null,null
G,2006,2,mehrfarbig,400 g/km,9,4,17.5 l/100km,4244,Occasion,"""Ab MFK"", ""Direkt-/Parallelimport""",Black,Hinterradantrieb,Automatisiertes Schaltgetriebe,38900,390,Coupé,Benzin,Zuzwil,Maserati,COUPÉ GT,Coupé GT,Coupé GT,MASERATI Coupé GT,851b03af-4f78-489f-959f-30dc8523bfeb,17.5,l/100km
null,2006,0,null,null,4,0,null,1449,Occasion,null,Black,Hinterradantrieb,Schaltgetriebe,100,0,,Benzin,Zuzwil,Harley-Davidson,,HPU Hurricane TC,HPU Hurricane TC,HARLEY-DAVIDSON HPU Hurricane TC,ba00d8eb-5025-47e0-887e-9750b05bb025,null,null
null,1994,5,grau,414 g/km,11,5,16.2 l/100km,4554,Occasion,"""Ab MFK""",Black,Allrad,Automat,87000,226,SUV / Geländewagen,Benzin,Zuzwil,Land Rover,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,1b98ad24-cc29-4a6d-b908-e063d04c4042,16.2,l/100km
G,2008,2,beige,355 g/km,5,4,14.8 l/100km,5981,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat sequentiell,43000,612,Coupé,Benzin,Zuzwil,Mercedes-Benz,CL 65 AMG,CL 65 AMG,CL 65 AMG,MERCEDES-BENZ CL 65 AMG,be417357-1cac-4bef-add5-04b0297c27a9,14.8,l/100km
G,2004,2,anthrazit,346 g/km,3,2,14.4 l/100km,5513,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automat,96400,500,Cabriolet,Benzin,Zuzwil,Mercedes-Benz,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,a7c52d5e-9153-4111-a9b6-a2f0974835df,14.4,l/100km
null,1979,2,blau,null,5,5,null,2315,Occasion,null,Black,Hinterradantrieb,Schaltgetriebe,157400,143,Coupé,Benzin,Zuzwil,BMW,,323 i E21,323 i E21,BMW 323 i E21,3701e0ea-9584-40a4-8110-ab95e2cde643,null,null
G,2009,2,braun,330 g/km,12,4,14.3 l/100km,4244,Occasion,"""Ab MFK"", ""Direkt-/Parallelimport""",Black,Hinterradantrieb,Automat sequentiell,8700,405,Coupé,Benzin,Zuzwil,Maserati,GRANTURISMO,GranTurismo,GranTurismo,MASERATI GranTurismo,09fb37a7-d317-4a79-91bc-32af67400a04,14.3,l/100km
G,2006,2,schwarz,288 g/km,9,4,12.3 l/100km,5461,Occasion,"""Ab MFK""",Blue,Hinterradantrieb,Automat sequentiell,15100,388,Coupé,Benzin,Zuzwil,Mercedes-Benz,CL 500,CL 500,CL 500,MERCEDES-BENZ CL 500,6c0f3cde-e354-4a31-a336-a659f7757fd6,12.3,l/100km
F,2003,3,schwarz,127 g/km,7,2,5.3 l/100km,698,Occasion,"""Ab MFK""",Black,Hinterradantrieb,Automatisiertes Schaltgetriebe,165000,61,Cabriolet,Benzin,Zuzwil,Smart,FORTWO,Fortwo passion,Fortwo passion,SMART Fortwo passion,0470fa06-1d66-46de-9351-3a5d7c847473,5.3,l/100km
