ConsumptionRatingText,FirstRegYear,Doors,InteriorColorText,Co2EmissionText,FirstRegMonth,Seats,ConsumptionTotalText,Ccm,ConditionTypeText,Properties,BodyColorText,DriveTypeText,TransmissionTypeText,Km,Hp,BodyTypeText,FuelTypeText,City,MakeText,ModelText,ModelTypeText,TypeName,TypeNameFull,entity_id
G,2002,2,anthrazit,400 g/km,5,2,17.5 l/100km,4244,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automatik-Getriebe,63000,390,Cabriolet,Benzin,Zuzwil,MASERATI,SPYDER GT,Spyder GT,Spyder GT,MASERATI Spyder GT,06d5b07f-9ac1-42f1-a80c-f8632df607f7
null,2002,2,schwarz,269 g/km,5,4,11.1 l/100km,3596,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automatik-Getriebe,61800,320,Cabriolet,Benzin,Zuzwil,PORSCHE,911,911 Carrera Targa,911 Carrera Targa,PORSCHE 911 Carrera Targa,0290430c-7087-42c9-b364-82e7ed00ef79
G,2008,5,schwarz,333 g/km,6,5,14.0 l/100km,4991,Occasion,"""Ab MFK"", ""Tuning""",anthrazit mét.,Allrad,Automat sequentiell,32800,580,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,48554033-1ace-4dff-a40e-5b723627b6c0
null,1997,2,beige,395 g/km,10,2,16.9 l/100km,3496,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Schaltgetriebe manuell,41000,380,Cabriolet,Benzin,Zuzwil,FERRARI,F355,F355 GTS,F355 GTS,FERRARI F355 GTS,1b8a01f1-b874-4aac-a721-c78a615ba5c4
G,2006,4,beige,370 g/km,6,5,15.8 l/100km,4244,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automatisiertes Schaltgetriebe,46050,400,Limousine,Benzin,Zuzwil,MASERATI,QUATTROPORTE,Quattroporte 4.2,Quattroporte 4.2,MASERATI Quattroporte 4.2,21d778dd-3781-4b02-82c4-1446b83701fa
G,2000,4,grau,266 g/km,3,5,11.1 l/100km,3199,Occasion,"""Ab MFK""",grau,Allrad,Automat,83900,224,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,E 320,E 320 Elégance 4-Matic,E 320 Elégance 4-Matic,MERCEDES-BENZ E 320 Elégance 4-Matic,5299ad4b-a992-46b9-b880-7194cd04e61f
G,1998,2,beige,310 g/km,7,4,12.1 l/100km,3996,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automat,99800,284,Cabriolet,Benzin,Zuzwil,JAGUAR,XK,XK8 Convertible,XK8 Convertible,JAGUAR XK8 Convertible,a3389133-5172-4cbc-a8d4-0eac2118306a
null,1981,2,rot,null,1,2,null,5730,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automatik-Getriebe,27700,0,Coupé,Benzin,Zuzwil,CHEVROLET,CORVETTE,CORVETTE,null,CHEVROLET CORVETTE,23b10ea6-a158-480a-8536-7c2876f67055
G,2002,2,beige,430 g/km,6,2,18.6 l/100km,4244,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automatisiertes Schaltgetriebe,88500,390,Cabriolet,Benzin,Zuzwil,MASERATI,SPYDER GT,Spyder GT,Spyder GT,MASERATI Spyder GT,2187ff71-23e4-4e2a-a8fa-6301f17dafb8
G,2002,2,blau,440 g/km,9,2,19.3 l/100km,3586,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Schaltgetriebe manuell,16600,400,Cabriolet,Benzin,Zuzwil,FERRARI,F360,F360 Spider,F360 Spider,FERRARI F360 Spider,095a20e7-186b-46a2-b81e-13c5ba4582d1
null,1982,3,beige,null,7,4,null,1397,Oldtimer,"""Ab MFK""",grau,Vorderradantrieb,Schaltgetriebe manuell,124500,108,Kleinwagen,Benzin,Zuzwil,RENAULT,R5,R5 1400 Alpine Turbo,R5 1400 Alpine Turbo,RENAULT R5 1400 Alpine Turbo,ff7e7d9c-b17c-4c62-a3b9-ccb5e082cbf9
G,2006,2,schwarz,499 g/km,12,2,21.8 l/100km,5748,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automatik-Getriebe,15900,517,Coupé,Benzin,Zuzwil,FERRARI,575M,575M,575M,FERRARI 575M,92d8ee27-2224-4e5f-8c7f-4e000d988c87
null,1992,5,mehrfarbig,null,2,5,null,1994,Occasion,"""Ab MFK""",grau,Allrad,Schaltgetriebe manuell,155000,177,Limousine,Benzin,Zuzwil,LANCIA,DELTA,Delta HF Integrale Evo,Delta HF Integrale Evo,LANCIA Delta HF Integrale Evo,1d6bb67b-6950-4486-8b83-62de5b361efb
null,1994,2,grau,null,7,2,null,5984,Occasion,"""Ab MFK""",anthrazit mét.,Hinterradantrieb,Automat,48700,394,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,fafff44e-6ec6-4982-b9d3-23202f97f7f9
G,2005,4,mehrfarbig,495 g/km,4,5,20.6 l/100km,6761,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automat,145000,405,Limousine,Benzin,Zuzwil,BENTLEY,ARNAGE,Arnage R,Arnage R,BENTLEY Arnage R,e017ceda-8944-44a5-a911-3765746ddc86
G,2005,2,schwarz,270 g/km,1,4,11.4 l/100km,4966,Neu,"""Ab MFK""",grau,Hinterradantrieb,Automat sequentiell,165,306,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,CL 500,CL 500,CL 500,MERCEDES-BENZ CL 500,82bbd1cc-969e-41ea-9b4c-12951b3b8af8
null,1998,4,schwarz,301 g/km,3,5,12.6 l/100km,5439,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automat,47400,354,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,E 55 AMG,E 55 AMG Avantgarde,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde,320b529b-bbb7-4e11-8062-83c4f34adebb
G,2003,5,beige,378 g/km,6,5,15.7 l/100km,4511,Occasion,"""Ab MFK""",grau,Allrad,Automat sequentiell,68700,450,SUV / Geländewagen,Benzin,Zuzwil,PORSCHE,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,39d0591b-9c30-4aff-91a5-1718b357f913
G,2008,5,braun,358 g/km,8,5,14.9 l/100km,4806,Occasion,"""Ab MFK""",grau,Allrad,Automat,28000,500,SUV / Geländewagen,Benzin,Zuzwil,PORSCHE,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,79ba3c70-5763-4da2-8519-3a74559e83fc
G,2004,2,anthrazit,346 g/km,3,2,14.4 l/100km,5513,Occasion,"""Ab MFK""",grau,Hinterradantrieb,Automat,20000,500,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,19973c39-37b5-4fe3-a729-31cff3d899f2
G,2008,5,schwarz,333 g/km,9,5,14.0 l/100km,4991,Occasion,"""Ab MFK""",grau,Allrad,Automat,24600,580,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant 5.0 V10 quattro MTM,RS6 Avant 5.0 V10 quattro MTM,AUDI RS6 Avant 5.0 V10 quattro MTM,6c86ddb2-9302-4f53-af24-481e1a78a930
null,1959,2,schwarz,null,1,2,null,2912,Oldtimer,"""Ab MFK""",grau,Hinterradantrieb,Schaltgetriebe manuell,16900,130,Cabriolet,Benzin,Safenwil,AUSTIN-HEALEY,,100/Six BN6 Roadster,100/Six BN6 Roadster,AUSTIN-HEALEY 100/Six BN6 Roadster,b9a4482c-500d-4276-b50e-1cce5e4a6545
null,1997,2,schwarz,null,10,2,null,3600,Occasion,null,grau,Allrad,Schaltgetriebe manuell,20900,580,Coupé,Benzin,Zuzwil,RUF,,CTR 2 Sport,CTR 2 Sport,RUF CTR 2 Sport,19409486-75c0-4cc5-ba02-9c635941efd0
G,2002,2,blau,309 g/km,6,4,12.9 l/100km,3600,Occasion,"""Ab MFK"", ""Tuning""",grau mét.,Allrad,Schaltgetriebe manuell,52900,420,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,9ddfe4a5-b3d5-4146-b8b1-025fbc7eef9e
null,1990,4,blau,null,4,5,null,6749,Occasion,"""Ab MFK""",anthrazit mét.,Hinterradantrieb,Automat,112500,320,Limousine,Benzin,Zuzwil,BENTLEY,TURBO,Turbo R,Turbo R,BENTLEY Turbo R,ca4246ce-9dc4-4a5a-bf85-dd7efa1b1640
G,2006,2,schwarz,280 g/km,3,2,11.6 l/100km,3824,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Schaltgetriebe manuell,29500,355,Cabriolet,Benzin,Zuzwil,PORSCHE,911,911 Carrera S Cabrio,911 Carrera S Cabrio,PORSCHE 911 Carrera S Cabrio,b0c6ce15-2e4c-4278-8924-d3cd617c3650
F,2011,5,beige,179 g/km,7,5,7.7 l/100km,2979,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Automat sequentiell,76500,306,Kombi,Benzin,Zuzwil,BMW,535,535i Touring,535i Touring,BMW 535i Touring,258502e2-a778-400f-bcdb-dd328919f857
G,2003,2,blau,309 g/km,9,4,12.9 l/100km,3600,Occasion,"""Ab MFK""",grau mét.,Allrad,Schaltgetriebe manuell,63300,420,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,9eaf31c9-bd2a-4d15-9d36-d8ed3f186abf
G,2004,5,schwarz,378 g/km,9,5,15.7 l/100km,4511,Occasion,"""Ab MFK""",grau mét.,Allrad,Automat sequentiell,31000,450,SUV / Geländewagen,Benzin,Zuzwil,PORSCHE,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,58c4f444-0235-4b51-a9f7-e28fd98ff939
null,1983,3,grau,null,3,5,null,2759,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Schaltgetriebe manuell,158000,170,Coupé,Benzin,Zuzwil,TOYOTA,CELICA,Celica 2800 i Supra,Celica 2800 i Supra,TOYOTA Celica 2800 i Supra,c5a7a899-349b-43c9-a88c-b738789c108b
null,1996,2,schwarz,null,5,2,15.7 l/100km,3600,Occasion,null,grau mét.,Allrad,Schaltgetriebe manuell,88100,408,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,5903d1b6-bede-4e7c-a1f1-1ef8034df2e0
null,1977,2,null,null,6,2,null,1635,Occasion,"""Ab MFK""",grau mét.,null,Schaltgetriebe,41400,120,Coupé,Benzin,Zuzwil,RENAULT,Alpine A110,Alpine A110 1600 SX,1600 SX,RENAULT Alpine A110 1600 SX,fa54c5b5-6d4b-4236-b7e2-cc254ea22e84
G,2004,2,mehrfarbig,281 g/km,5,2,11.7 l/100km,3724,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Automat,105300,245,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 350,SL 350,SL 350,MERCEDES-BENZ SL 350,33675643-94aa-46b1-9a34-2f1f3d802f79
null,1996,5,grau,414 g/km,12,5,16.2 l/100km,4554,Occasion,"""Ab MFK""",grau mét.,Allrad,Automat,54600,226,SUV / Geländewagen,Benzin,Zuzwil,LAND ROVER,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,84af6bd7-eda6-49dd-85a1-7d427ca007b8
G,2010,5,schwarz,270 g/km,1,4,11.5 l/100km,4806,Occasion,"""Ab MFK""",grau mét.,Allrad,Automatisiertes Schaltgetriebe,47500,500,Limousine,Benzin,Zuzwil,PORSCHE,PANAMERA,Panamera Turbo 4.8,Panamera Turbo 4.8,PORSCHE Panamera Turbo 4.8,477a1fd0-9673-4545-8808-9d646e59bbf3
null,1998,2,schwarz,304 g/km,7,4,12.0 l/100km,3387,Occasion,"""Ab MFK""",anthrazit mét.,Hinterradantrieb,Automat,89500,300,Cabriolet,Benzin,Zuzwil,PORSCHE,911,911 Carrera,911 Carrera,PORSCHE 911 Carrera,22b1a81b-3054-461e-af3b-06b4e4ffe7cc
G,2009,5,schwarz,333 g/km,3,5,14.0 l/100km,4991,Occasion,"""Ab MFK""",grau mét.,Allrad,Automat sequentiell,59900,580,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,3bb5ba97-ca60-4c23-96fa-33a249ca3105
G,1998,5,schwarz,308 g/km,1,5,13.0 l/100km,4398,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Automat,85800,286,Kombi,Benzin,Zuzwil,BMW,540,540i Touring,540i Touring,BMW 540i Touring,49941956-f0ca-46a2-aff4-23c45c0fc6e1
null,2003,2,schwarz,400 g/km,6,2,17.5 l/100km,4244,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Automatik-Getriebe,50300,390,Cabriolet,Benzin,Zuzwil,MASERATI,SPYDER GT,Spyder GT,Spyder GT,MASERATI Spyder GT,77da1f96-014e-46f3-879c-b8e41c9169be
G,2002,2,braun,400 g/km,6,4,17.5 l/100km,4244,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,114800,390,Coupé,Benzin,Zuzwil,MASERATI,COUPÉ GT,Coupé GT,Coupé GT,MASERATI Coupé GT,4b5ddcd9-b894-495c-83b4-c5693eb60ef6
G,2015,2,schwarz,290 g/km,7,2,12.5 l/100km,5204,Neu,"""Ab MFK"", ""Direkt-/Parallelimport""",grau mét.,Allrad,Automatisiertes Schaltgetriebe,300,610,Coupé,Benzin,Zuzwil,LAMBORGHINI,HURACAN,Huracan LP610-4 Coupé,Huracan LP610-4 Coupé,LAMBORGHINI Huracan LP610-4 Coupé,25ab437c-1fef-4ce8-bce8-7b91aa121c92
null,1991,2,grün,null,4,4,null,5338,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Automatik-Getriebe,68800,310,Coupé,Benzin,Zuzwil,ASTON MARTIN,Virage,Virage,Virage,ASTON MARTIN Virage,9e0fa315-ebf3-444e-90aa-8daea49255e7
G,2004,3,anthrazit,197 g/km,5,5,8.3 l/100km,1747,Occasion,"""Ab MFK""",grau mét.,Vorderradantrieb,Schaltgetriebe manuell,75200,131,Kleinwagen,Benzin,Zuzwil,FIAT,PUNTO,Punto 1.8 16V HGT,Punto 1.8 16V HGT,FIAT Punto 1.8 16V HGT,b90f08cf-ec1c-4461-ae0d-ec9e47488410
G,2003,5,schwarz,350 g/km,4,5,14.6 l/100km,4172,Occasion,"""Ab MFK"", ""Tuning""",grau mét.,Allrad,Automat sequentiell,32900,450,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,35b0d650-3076-4991-9781-3037a95b9a0b
G,2002,5,grau,350 g/km,8,5,14.6 l/100km,4172,Occasion,"""Ab MFK"", ""Tuning""",grau mét.,Allrad,Automat sequentiell,100200,450,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,045e1f7a-8348-4995-98e6-44c1b7cc1928
G,2001,5,grau,335 g/km,1,5,13.9 l/100km,4398,Occasion,"""Ab MFK""",grau mét.,Allrad,Automat sequentiell,113000,286,SUV / Geländewagen,Benzin,Zuzwil,BMW,X5,X5 4.4i,X5 4.4i,BMW X5 4.4i,04fb638e-6d14-4675-958c-1ad257a0174c
null,2014,0,mehrfarbig,null,4,4,null,2198,Occasion,"""Ab MFK""",anthrazit mét.,Vorderradantrieb,Schaltgetriebe,200,131,Wohnkabine,Diesel,Zuzwil,GIOTTILINE,,Therry T22,Therry T22,GIOTTILINE Therry T22,cec2f8f7-584a-49f7-bba1-48cf94f47dd3
G,2008,2,schwarz,470 g/km,2,4,20.5 l/100km,5748,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,37000,540,Coupé,Benzin,Zuzwil,FERRARI,612,612,612,FERRARI 612,e0c38987-9a0a-4d3c-92c1-59c138dbb8dd
G,2008,5,schwarz,333 g/km,6,5,14.0 l/100km,4991,Occasion,"""Ab MFK"", ""Tuning""",grau mét.,Allrad,Automat sequentiell,36700,580,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,1f881364-59e3-4b4d-82f0-a8a787ba7d34
G,2000,2,blau,339 g/km,7,4,13.9 l/100km,3600,Occasion,"""Ab MFK""",grau mét.,Allrad,Automatik-Getriebe,69200,420,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,44cfa76d-55e3-41fb-b117-d66c0fc43faa
G,2001,4,schwarz,310 g/km,7,5,13.0 l/100km,5439,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Automat,205500,360,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,S 55 AMG,S 55 AMG,S 55 AMG,MERCEDES-BENZ S 55 AMG,36e552c5-45de-4d48-a9f5-a762eb73cc6d
G,2007,2,schwarz,325 g/km,6,2,13.6 l/100km,4163,Occasion,"""Ab MFK""",grau mét.,Allrad,Automatisiertes Schaltgetriebe,65000,420,Coupé,Benzin,Zuzwil,AUDI,R8,R8 Coupé 4.2,R8 Coupé 4.2,AUDI R8 Coupé 4.2,7046a2db-a70e-4097-8dd0-cbf9155f77cc
G,2008,2,schwarz,369 g/km,7,2,15.3 l/100km,6209,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Automat sequentiell,36000,507,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,CLK 63 AMG,CLK 63 AMG Black Series,CLK 63 AMG Black Series,MERCEDES-BENZ CLK 63 AMG Black Series,1e1ec3b9-4970-4b6b-bde4-289b59b07112
G,2007,2,mehrfarbig,410 g/km,2,4,17.1 l/100km,5998,Occasion,"""Ab MFK""",grau mét.,Allrad,Automat,58000,560,Cabriolet,Benzin,Zuzwil,BENTLEY,CONTINENTAL,Continental GTC 6.0,Continental GTC 6.0,BENTLEY Continental GTC 6.0,18a352be-699f-4aef-8166-57ce34ee04cb
G,2004,5,schwarz,350 g/km,1,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",grau mét.,Allrad,Automat sequentiell,93500,450,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,4c180292-559f-4f35-b106-3390b9ba5c94
null,1997,2,schwarz,530 g/km,5,2,22.9 l/100km,5474,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Schaltgetriebe manuell,62000,485,Coupé,Benzin,Zuzwil,FERRARI,F550,F550 Maranello,F550 Maranello,FERRARI F550 Maranello,80090923-d799-425a-bfc7-a4ffbaebf795
G,2012,2,schwarz,388 g/km,4,2,16.4 l/100km,5935,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Schaltgetriebe manuell,5000,517,Coupé,Benzin,Zuzwil,ASTON MARTIN,DBS,DBS Coupé,DBS Coupé,ASTON MARTIN DBS Coupé,92aa3d24-2469-47b0-8601-18dc847ff750
G,2002,5,beige,350 g/km,10,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",anthrazit,Allrad,Automat sequentiell,38500,450,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,1543adb2-ff80-4ec0-93e5-c84063bf6eb5
null,1998,2,schwarz,328 g/km,4,0,14.3 l/100km,4973,Occasion,"""Ab MFK""",anthrazit mét.,Hinterradantrieb,Automat,48300,320,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,1b4c94de-67e0-4d6d-9d56-e3f3f350e9d1
G,1999,4,schwarz,299 g/km,9,5,12.5 l/100km,4966,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Automat,112800,299,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,S 500,S 500,S 500,MERCEDES-BENZ S 500,ee149c42-3d8a-49cd-acbe-0f87710e445e
null,1994,4,schwarz,null,6,4,null,4971,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Automat,206000,320,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,E 500,E 500 Limited,E 500 Limited,MERCEDES-BENZ E 500 Limited,b7ff6222-bda1-41e6-80b7-b11342e128a6
G,2006,2,schwarz,357 g/km,1,4,14.9 l/100km,5981,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Automat sequentiell,19800,612,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,CL 65 AMG,CL 65 AMG,CL 65 AMG,MERCEDES-BENZ CL 65 AMG,b0da42ae-06f0-4e14-8c80-9c7948ee93ca
null,1996,2,schwarz,null,4,2,null,4971,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Automat,55200,320,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 500,SL 500 Special Edition,SL 500 Special Edition,MERCEDES-BENZ SL 500 Special Edition,36d42f4a-1bc2-45f2-ba17-3104ccf62714
G,2009,2,schwarz,325 g/km,1,2,13.7 l/100km,5204,Occasion,"""Ab MFK""",grau mét.,Allrad,Automatisiertes Schaltgetriebe,24000,560,Coupé,Benzin,Zuzwil,LAMBORGHINI,GALLARDO,Gallardo LP560-4 Coupé,Gallardo LP560-4 Coupé,LAMBORGHINI Gallardo LP560-4 Coupé,afb49a9a-4120-4269-9ca2-0a5a8045f0b6
G,2007,2,schwarz,254 g/km,2,2,10.6 l/100km,3387,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Schaltgetriebe manuell,68900,295,Cabriolet,Benzin,Zuzwil,PORSCHE,BOXSTER,Boxster S 3.4,Boxster S 3.4,PORSCHE Boxster S 3.4,5e6bd550-3266-41e2-a6c5-dbbd1ab51503
G,2003,4,schwarz,310 g/km,11,5,12.9 l/100km,4172,Occasion,"""Ab MFK""",grau mét.,Allrad,Automat sequentiell,119000,335,Limousine,Benzin,Zuzwil,VW,PHAETON,Phaeton 4.2 V8 4Motion,Phaeton 4.2 V8 4Motion,VW Phaeton 4.2 V8 4Motion,4f6be6e9-991a-4ecd-97c0-490d1dffe841
G,2004,2,null,475 g/km,7,4,20.7 l/100km,5748,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,45000,540,Coupé,Benzin,Zuzwil,FERRARI,612,612,612,FERRARI 612,19d3dfd2-ff32-46de-9709-d1a20b3d67cc
G,2008,5,schwarz,333 g/km,6,5,14.0 l/100km,4991,Occasion,"""Ab MFK""",grau mét.,Allrad,Automat,14000,580,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,4276b769-c232-4750-a531-e3e1b8c8ee3a
G,2001,2,beige,290 g/km,4,4,12.0 l/100km,3387,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Automat,135800,300,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Carrera,911 Carrera,PORSCHE 911 Carrera,3b26d51f-42bd-47ad-a5f6-ed9030e94932
G,2001,2,schwarz,309 g/km,11,4,12.9 l/100km,3600,Occasion,"""Ab MFK"", ""Tuning""",anthrazit mét.,Allrad,Schaltgetriebe manuell,47600,420,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,5a42eaa4-7c0c-4085-9cd3-d8915faac2c4
null,1969,0,schwarz,null,4,0,null,0,Oldtimer,"""Ab MFK""",grau mét.,null,Schaltgetriebe,45000,0,Kleinwagen,null,Zuzwil,RENAULT,,R8 Gordini,R8 Gordini,RENAULT R8 Gordini,0fe351e2-fa83-435c-b6df-97bb32bc6264
G,1999,4,grau,320 g/km,5,5,13.4 l/100km,4966,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Automat,32700,306,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,S 500,S 500 L,S 500 L,MERCEDES-BENZ S 500 L,8d607e3e-7e19-442d-adee-94efbfd73953
null,1997,4,mehrfarbig,221 g/km,7,5,9.2 l/100km,2494,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Schaltgetriebe manuell,82500,170,Limousine,Benzin,Zuzwil,BMW,323,323i Sport Edition,323i Sport Edition,BMW 323i Sport Edition,9f866d39-3283-40bd-9a0b-a26705e06c8f
G,2011,2,beige,242 g/km,1,4,10.1 l/100km,4663,Occasion,"""Ab MFK""",grau mét.,Allrad,Automat sequentiell,79500,435,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,CL 500,CL 500 4Matic,CL 500 4Matic,MERCEDES-BENZ CL 500 4Matic,d7d3a8ca-def9-4485-9514-9359d0795482
null,2000,2,null,null,9,2,null,2792,Occasion,"""Rennwagen""",grau mét.,Vorderradantrieb,Schaltgetriebe,1,204,Limousine,Benzin,Zuzwil,VW,BEETLE,BEETLE New Beetle Cup,New Beetle Cup,VW BEETLE New Beetle Cup,dbd2df7a-406c-4be1-8233-80230b786b21
G,2003,5,schwarz,378 g/km,4,5,15.7 l/100km,4511,Occasion,"""Ab MFK""",grau mét.,Allrad,Automat sequentiell,127000,450,SUV / Geländewagen,Benzin,Zuzwil,PORSCHE,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,d95e0a92-5be2-4c00-b6bc-d1b3b7209ce2
null,1998,4,schwarz,353 g/km,6,5,15.4 l/100km,4973,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Automat,128800,320,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,S 500,S 500 L,S 500 L,MERCEDES-BENZ S 500 L,53e625cd-5098-468f-ac73-7f6bf5cfa142
G,2002,2,rot,340 g/km,6,2,14.2 l/100km,5439,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Automat,6000,476,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,b958e289-b6d2-49f6-8a47-ecfbbb771240
G,2002,5,beige,350 g/km,11,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",grau mét.,Allrad,Automat sequentiell,38500,450,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,8deb34ad-b842-4a75-8d48-e38b104ccc8e
null,1968,3,mehrfarbig,null,8,4,null,2912,Occasion,"""Ab MFK""",grau mét.,Hinterradantrieb,Schaltgetriebe,48800,135,Coupé,Benzin,Zuzwil,MG,MGC,C GT,GT,MG MGC GT,4dbb440f-9d18-4b3f-a7fd-485fcf213f8c
null,1997,4,schwarz,322 g/km,9,5,13.5 l/100km,4172,Occasion,null,anthrazit mét.,Allrad,Automat,125400,300,Limousine,Benzin,Zuzwil,AUDI,A8,A8 4.2 quattro,A8 4.2 quattro,AUDI A8 4.2 quattro,49463e5d-5cd3-4a50-96cf-78b6cdebbe7e
